41,36,-16,46,70,16,26,-6,21,angry
60,67,19,57,76,20,11,4,27,neutral
54,34,-19,48,76,41,39,16,10,worried
47,76,18,41,53,4,32,-9,10,happy
83,50,-10,27,45,2,49,27,29,worried
68,80,10,46,41,9,39,17,15,sad
74,80,0,18,80,23,17,19,5,neutral
49,74,-19,55,49,0,48,-6,17,angry
69,62,-8,58,64,30,34,7,10,happy
48,80,-10,59,67,3,22,-10,11,neutral
79,39,19,18,47,10,25,-2,29,other
90,72,6,51,45,5,31,-21,13,angry
54,73,-20,52,55,2,42,-8,18,neutral
52,39,-5,58,48,33,11,-28,16,angry
57,32,-4,21,41,4,42,7,10,happy
69,68,0,44,52,34,45,-30,19,surprised
88,51,13,17,43,46,20,2,15,neutral
63,77,8,44,61,6,26,5,17,sad
66,57,13,20,48,0,27,15,25,sad
77,60,11,23,44,3,47,9,18,sad
91,78,-1,22,68,36,17,-21,22,angry
70,85,-16,35,79,19,32,19,20,happy
95,44,20,54,63,27,29,15,28,sad
73,70,14,59,45,31,32,-20,28,angry
71,50,1,14,79,10,33,18,16,neutral
98,78,-9,42,79,16,30,-7,26,happy
48,41,-2,32,43,4,48,-14,20,other
84,81,3,47,42,20,13,30,23,other
79,37,13,36,65,4,27,-19,19,other
88,49,-8,59,47,10,40,-20,28,happy
61,63,-7,57,43,25,25,4,15,other
55,57,19,53,70,14,13,-23,24,other
63,60,-16,21,78,40,48,0,20,other
40,33,11,47,60,7,34,6,28,other
81,32,-3,53,69,27,21,18,24,sad
64,70,14,55,47,24,36,-4,12,other
79,89,16,23,64,12,12,-13,13,other
62,64,16,37,74,32,36,8,11,other
84,75,13,35,74,39,23,4,26,other
82,52,-13,34,45,42,21,25,9,neutral
92,76,-9,14,59,46,47,21,13,worried
46,76,-7,50,59,22,38,-19,7,other
48,87,5,58,72,18,25,-17,10,angry
61,53,19,53,57,47,45,-11,24,other
99,65,-13,57,57,16,28,23,11,worried
93,67,-3,56,77,47,14,1,22,other
69,57,-15,60,75,48,49,9,21,other
40,52,20,16,75,12,16,-17,14,other
57,86,-7,15,46,9,20,26,14,other
97,70,12,19,73,27,11,28,17,other
56,55,-2,54,61,6,22,-6,29,worried
51,39,17,52,61,21,40,-20,16,other
82,90,6,55,77,19,11,3,28,other
51,39,14,21,78,20,10,-5,17,other
52,39,-3,26,79,17,17,-1,15,other
59,50,2,31,51,37,33,-23,17,sad
77,39,0,15,73,18,42,-14,6,other
50,62,-8,25,76,28,19,23,17,other
61,61,16,49,62,3,23,-14,6,surprised
45,89,-17,26,53,12,41,11,12,other
71,47,9,58,78,42,39,-26,22,angry
62,55,-2,29,48,41,21,16,29,worried
95,42,3,32,42,0,16,14,25,other
91,53,0,25,52,21,26,-27,25,other
77,53,-15,14,75,0,46,-5,27,angry
47,65,-15,17,76,2,13,4,23,other
87,69,-5,35,69,30,44,-13,23,other
55,64,-3,23,43,40,26,-20,9,other
90,51,1,27,59,35,13,24,9,worried
95,55,2,27,75,15,39,15,23,other
51,61,-4,46,63,34,40,-4,30,other
96,44,-10,25,77,19,20,-6,26,angry
45,32,-20,17,75,2,43,21,6,other
84,32,-1,49,52,15,21,2,13,other
43,67,-10,12,63,33,47,25,20,other
46,61,-11,42,70,15,48,27,7,other
97,48,14,10,53,24,39,29,6,other
43,51,-4,18,47,31,39,6,20,other
54,62,19,58,59,40,24,-11,15,other
63,50,-17,13,57,28,49,-16,29,other
94,72,-17,13,42,32,27,13,13,neutral
68,72,-8,51,63,12,30,-21,13,other
99,76,-7,27,44,42,39,9,28,other
41,39,-12,20,45,10,38,13,21,other
43,64,-8,29,67,39,27,-23,9,other
72,41,5,11,69,25,26,-11,12,other
73,46,-19,41,47,38,47,-22,15,surprised
75,85,9,22,62,4,45,16,29,sad
64,88,0,44,79,24,40,-15,29,surprised
71,55,-19,12,67,16,41,3,29,neutral
45,43,13,23,69,13,50,29,8,surprised
70,36,-10,13,75,5,38,-17,10,angry
51,61,-13,36,65,43,31,5,29,surprised
71,64,-7,27,64,17,13,-21,17,other
93,49,-15,40,45,27,15,-18,15,surprised
87,41,-3,45,63,36,14,16,9,worried
67,45,20,30,45,5,19,-26,9,happy
66,66,-8,30,77,25,11,-12,16,other
57,70,-17,59,78,30,47,-26,23,happy
79,60,-15,54,67,42,17,-15,8,angry
50,82,18,31,53,20,29,-19,7,angry
96,41,-14,33,58,35,35,-10,16,neutral
62,40,9,13,55,13,36,-16,22,angry
49,48,-12,51,63,13,38,10,27,neutral
47,38,8,19,57,24,48,29,21,worried
48,73,9,59,65,6,36,-22,12,angry
85,69,13,59,73,4,26,1,18,angry
73,50,3,11,76,45,45,29,17,worried
61,52,15,28,63,21,46,-11,24,sad
48,42,-1,26,40,31,18,3,27,neutral
82,46,-18,18,56,7,49,11,22,worried
41,63,14,12,77,36,43,28,15,sad
45,35,7,14,72,16,41,28,23,sad
49,55,15,11,71,32,44,19,26,sad
75,74,16,45,58,32,19,-16,12,worried
62,88,-17,11,67,30,10,15,26,sad
45,85,4,39,46,43,39,18,18,sad
41,73,-15,21,52,43,11,-19,21,neutral
75,74,-16,22,75,37,46,14,13,happy
92,40,-3,26,43,13,30,16,24,worried
97,80,9,35,42,45,11,-1,25,neutral
78,45,-19,45,52,31,42,2,12,worried
81,53,1,55,43,38,34,29,18,surprised
69,68,-13,19,43,24,22,13,19,worried
88,41,8,42,61,20,38,29,7,other
55,85,19,51,70,35,47,24,9,happy
59,81,-18,17,72,33,22,16,17,worried
40,42,15,33,42,33,10,15,21,sad
93,46,10,31,41,26,48,-9,23,surprised
63,74,5,55,69,23,26,13,20,worried
48,50,-18,51,72,28,22,-30,6,neutral
82,44,14,46,53,45,25,-20,15,surprised
52,55,4,55,63,28,12,-22,21,angry
75,63,10,15,56,4,13,-23,26,angry
73,39,-6,49,64,7,47,18,9,happy
59,31,-4,23,56,21,42,12,14,sad
66,37,-2,14,65,26,37,6,17,neutral
77,56,7,13,43,44,18,-20,8,neutral
94,61,17,44,48,35,48,6,26,angry
81,53,-11,33,63,15,28,3,27,neutral
88,39,0,48,79,9,47,-13,17,sad
89,63,-7,22,67,27,45,18,13,other
69,59,-10,54,44,9,20,-8,23,neutral
56,82,-4,25,75,8,28,-2,9,neutral
78,79,-9,16,75,14,42,-6,18,angry
65,48,-6,17,59,2,36,15,29,happy
64,57,17,34,74,42,19,25,8,worried
81,38,5,60,60,16,22,23,25,sad
100,38,-1,44,57,4,41,20,30,neutral
64,37,4,42,53,49,25,-27,28,angry
68,35,5,39,69,6,42,15,16,neutral
57,54,-13,24,79,1,11,4,20,surprised
56,48,19,57,48,43,50,-9,8,surprised
52,56,-6,41,54,18,31,-4,26,neutral
91,73,-3,22,80,28,30,29,21,worried
78,68,-5,22,71,37,31,19,13,neutral
46,38,-18,57,69,47,14,1,25,neutral
85,72,-20,39,66,39,12,-15,9,neutral
72,80,1,45,60,50,34,6,19,neutral
64,43,-5,20,60,19,26,28,15,other
51,73,11,29,40,24,46,-7,24,angry
59,34,-12,29,40,45,19,25,20,surprised
53,48,-2,19,50,4,27,28,17,sad
60,37,-18,24,50,7,38,24,16,happy
51,71,6,48,63,8,16,1,6,other
78,64,-11,48,74,50,22,12,21,neutral
70,40,7,54,47,15,31,28,21,other
60,54,-19,17,63,37,13,17,14,worried
98,84,-4,28,64,7,42,7,22,other
67,62,4,20,75,25,28,-29,12,angry
95,80,-13,37,57,25,26,12,10,neutral
70,75,-19,17,74,29,49,-11,30,other
87,37,12,57,77,9,22,2,16,sad
99,33,9,33,57,47,14,20,12,worried
63,78,-7,28,42,15,14,-7,8,other
75,80,6,33,53,43,48,3,25,surprised
66,34,18,41,71,47,41,-26,16,neutral
49,77,4,16,63,12,21,-15,11,neutral
60,59,-20,12,58,32,35,20,22,surprised
69,64,-8,19,57,46,33,17,24,sad
60,62,-11,19,74,47,45,19,25,happy
82,38,-5,54,75,45,25,-13,17,neutral
63,57,7,44,44,12,16,-3,12,neutral
44,80,-10,31,65,12,35,-14,30,happy
48,39,-8,36,72,35,39,-7,20,neutral
92,78,-11,23,55,27,28,7,13,angry
72,89,19,35,45,34,24,9,5,sad
47,54,10,48,44,38,39,-17,9,surprised
89,62,-2,40,49,7,50,30,11,worried
67,63,13,58,68,3,26,-29,28,angry
73,35,1,12,65,34,39,26,7,worried
41,54,1,56,68,21,33,-5,8,neutral
89,80,-6,14,59,2,24,9,21,worried
42,54,8,26,49,30,35,1,8,neutral
42,52,-20,47,53,6,32,5,28,worried
49,51,4,33,49,4,38,-2,18,neutral
81,40,17,29,69,41,32,-24,28,angry
40,45,12,26,78,38,48,-22,25,surprised
95,36,6,30,53,39,40,26,23,surprised
60,31,18,10,41,42,16,-10,26,angry
40,52,-16,39,65,43,12,13,23,sad
42,67,2,51,59,39,41,10,19,neutral
43,83,10,39,49,42,38,-19,22,other
60,44,-14,31,58,7,30,27,14,happy
78,86,-7,27,72,29,18,15,8,neutral
96,38,14,25,73,5,48,-19,9,surprised
84,68,-6,34,56,48,49,11,20,surprised
91,88,9,14,45,11,32,-1,24,other
58,60,-8,26,44,31,26,26,30,happy
45,51,13,42,69,46,21,-9,14,angry
56,84,-11,37,44,28,25,26,18,worried
44,76,0,42,56,35,18,-7,16,surprised
74,31,18,57,54,33,48,24,9,neutral
82,33,-16,16,70,17,48,-17,14,other
58,43,-18,51,51,18,47,22,11,happy
87,77,-8,40,75,12,31,30,25,worried
43,78,2,53,61,50,35,-29,14,angry
74,76,9,29,65,27,30,-15,10,angry
88,65,-12,55,55,11,24,16,25,happy
67,53,-1,42,54,39,49,29,24,neutral
94,71,-18,52,59,26,49,9,8,happy
46,61,-11,46,78,19,43,14,20,surprised
87,47,5,36,53,21,27,-20,22,angry
59,61,7,33,62,1,16,10,29,sad
92,34,2,12,76,48,30,-8,28,surprised
65,35,16,13,80,38,40,-3,7,other
54,51,2,39,76,28,27,10,18,neutral
90,80,-15,46,73,35,43,12,22,worried
82,73,8,34,52,17,14,-8,13,angry
54,38,-3,46,79,6,30,0,11,surprised
71,70,16,34,42,49,16,20,6,worried
83,73,-4,19,76,27,38,-15,8,surprised
53,50,10,51,57,43,26,3,11,surprised
89,86,2,49,68,16,46,20,15,surprised
71,81,14,35,76,5,23,0,13,neutral
45,76,11,23,70,38,33,-15,20,neutral
48,30,9,54,74,30,24,-27,19,angry
81,77,12,24,53,28,49,5,21,surprised
45,67,2,13,45,12,49,28,24,sad
54,34,2,34,50,33,24,6,8,happy
90,46,12,28,74,45,48,-16,24,neutral
70,68,-14,52,65,5,21,8,7,neutral
85,57,12,16,46,10,45,-14,8,angry
49,79,-4,18,60,12,13,-19,12,happy
66,35,-16,43,64,33,12,-25,16,angry
80,73,-14,57,43,5,41,-6,20,happy
99,42,7,10,77,38,14,16,23,sad
64,57,-16,45,59,1,12,-22,27,happy
82,47,-5,16,50,17,24,8,21,happy
79,70,-9,56,49,11,36,16,19,neutral
85,69,-18,50,44,30,47,-8,5,happy
54,82,2,16,76,3,24,-19,24,angry
62,74,18,29,79,43,43,12,16,other
88,81,-4,49,69,7,12,-15,24,angry
96,63,-4,11,62,49,24,-14,12,other
77,69,-18,15,67,24,37,-29,22,happy
59,50,-13,55,48,39,13,17,17,worried
91,87,-20,20,79,14,40,24,23,worried
72,75,-9,41,41,21,37,20,18,happy
52,47,-18,25,42,46,27,-5,18,happy
93,59,0,60,47,36,33,-4,26,other
95,56,-10,48,62,48,47,6,29,neutral
77,87,-13,43,57,47,23,-27,23,happy
47,64,-3,17,67,13,45,21,11,neutral
51,68,-1,11,41,49,43,-21,13,other
50,77,-8,40,42,5,12,-11,7,happy
66,61,-14,59,46,14,32,-28,18,angry
83,43,13,39,56,37,39,-15,10,neutral
59,45,-16,37,40,41,49,11,30,happy
91,76,19,46,46,40,40,19,7,surprised
55,42,13,22,76,6,14,10,29,sad
68,47,6,53,58,15,40,10,29,sad
80,31,16,23,75,5,41,-25,29,angry
65,71,-3,20,57,5,19,22,21,worried
75,81,4,21,73,4,34,25,8,sad
62,64,-8,57,43,28,39,5,11,surprised
72,50,2,46,51,18,28,28,23,sad
85,88,15,50,77,6,19,-15,7,neutral
87,63,10,31,54,8,41,24,13,neutral
41,79,-6,23,50,13,27,-9,7,happy
52,56,5,16,59,49,38,-5,27,neutral
80,64,-18,18,44,26,33,-16,25,happy
80,47,9,17,40,12,41,-19,19,angry
44,48,-17,57,73,39,47,-14,11,surprised
48,31,16,51,49,32,15,-13,28,angry
78,48,3,24,56,6,17,0,17,sad
68,42,14,16,47,39,11,-19,6,sad
93,56,5,46,62,49,10,-22,19,angry
92,41,-2,46,64,1,13,-18,24,sad
48,75,-3,29,45,42,42,5,11,surprised
54,46,16,38,61,31,34,-30,27,happy
52,51,-14,43,40,40,49,-17,15,happy
65,75,8,53,53,16,16,0,17,neutral
84,48,12,23,65,25,21,30,20,angry
81,76,2,14,56,24,48,-9,16,sad
56,52,20,59,42,40,33,-2,17,other
58,48,-4,17,49,10,32,-28,9,neutral
76,42,-16,47,42,25,27,-24,6,worried
44,60,12,48,71,1,23,25,9,neutral
99,77,-13,42,50,13,29,22,21,sad
85,70,-1,35,53,38,40,17,12,neutral
99,81,-19,46,43,16,26,-6,10,other
58,60,-18,34,70,43,10,29,10,neutral
46,83,-7,34,49,31,30,-27,5,neutral
52,53,0,43,62,6,16,-4,23,worried
80,53,18,34,52,16,15,29,5,sad
87,76,17,33,51,12,20,15,10,sad
48,47,4,56,71,44,26,11,8,surprised
50,39,-18,29,72,44,48,20,8,happy
68,38,14,37,50,10,35,17,7,sad
83,83,13,42,50,47,32,-2,18,angry
79,66,18,35,48,7,42,13,25,worried
73,54,8,16,62,37,43,30,18,sad
62,36,3,54,76,9,15,-30,15,angry
49,57,-13,51,73,42,40,18,6,happy
93,34,4,19,55,32,18,19,15,sad
59,37,8,23,72,26,26,-13,5,angry
49,34,4,10,60,22,23,-3,24,neutral
74,42,12,26,42,13,16,-7,27,angry
84,55,-10,49,50,18,14,17,9,happy
44,72,-15,51,60,39,19,-7,21,neutral
47,64,-10,42,68,14,19,20,13,neutral
68,84,-15,30,65,2,34,-25,23,happy
85,49,16,16,42,30,47,-9,9,worried
99,86,17,22,48,28,27,8,24,worried
99,47,11,56,52,39,30,22,5,worried
91,65,18,58,72,46,10,-6,8,angry
69,59,16,39,52,19,11,-29,7,angry